timestamp,ue_id,iface,size_bytes,latency_ms,src_ip,dst_ip,src_port,dst_port
0.03932595252990723,1,uesimtun1,99,,10.60.0.4,1.1.1.1,43448,9000
0.05487203598022461,1,uesimtun1,149,,10.60.0.4,8.8.8.8,43448,9000
0.06122088432312012,4,uesimtun4,1458,,10.60.0.7,8.8.8.8,38285,9000
0.075408935546875,1,uesimtun1,127,,10.60.0.4,3.3.3.3,43448,9000
0.0825808048248291,4,uesimtun4,1220,,10.60.0.7,3.3.3.3,38285,9000
0.09307003021240234,0,uesimtun0,94,,10.60.0.3,1.1.1.1,36393,9000
0.09629702568054199,1,uesimtun1,117,,10.60.0.4,3.3.3.3,43448,9000
0.1002650260925293,1,uesimtun1,101,,10.60.0.4,8.8.8.8,43448,9000
0.10219693183898926,1,uesimtun1,146,,10.60.0.4,1.1.1.1,43448,9000
0.10389900207519531,1,uesimtun1,146,,10.60.0.4,8.8.8.8,43448,9000
0.10559391975402832,1,uesimtun1,88,,10.60.0.4,3.3.3.3,43448,9000
0.10873103141784668,1,uesimtun1,151,,10.60.0.4,5.5.5.5,43448,9000
0.11007285118103027,3,uesimtun3,1486,,10.60.0.6,4.4.4.4,44824,9000
0.11183691024780273,1,uesimtun1,152,,10.60.0.4,3.3.3.3,43448,9000
0.11304688453674316,1,uesimtun1,136,,10.60.0.4,3.3.3.3,43448,9000
0.11591386795043945,1,uesimtun1,92,,10.60.0.4,1.1.1.1,43448,9000
0.11771988868713379,1,uesimtun1,119,,10.60.0.4,2.2.2.2,43448,9000
0.1183629035949707,2,uesimtun2,1051,,10.60.0.5,5.5.5.5,41929,9000
0.12293386459350586,1,uesimtun1,118,,10.60.0.4,3.3.3.3,43448,9000
0.12397003173828125,1,uesimtun1,80,,10.60.0.4,2.2.2.2,43448,9000
0.12765884399414062,0,uesimtun0,150,,10.60.0.3,8.8.8.8,36393,9000
0.1279768943786621,1,uesimtun1,128,,10.60.0.4,2.2.2.2,43448,9000
0.1303408145904541,1,uesimtun1,89,,10.60.0.4,2.2.2.2,43448,9000
0.1310288906097412,1,uesimtun1,106,,10.60.0.4,3.3.3.3,43448,9000
0.1322948932647705,1,uesimtun1,89,,10.60.0.4,5.5.5.5,43448,9000
0.13486886024475098,1,uesimtun1,105,,10.60.0.4,8.8.8.8,43448,9000
0.13631200790405273,1,uesimtun1,91,,10.60.0.4,5.5.5.5,43448,9000
0.13729500770568848,0,uesimtun0,95,,10.60.0.3,8.8.8.8,36393,9000
0.1388559341430664,1,uesimtun1,150,,10.60.0.4,4.4.4.4,43448,9000
0.1404268741607666,1,uesimtun1,98,,10.60.0.4,8.8.8.8,43448,9000
0.14410185813903809,1,uesimtun1,88,,10.60.0.4,2.2.2.2,43448,9000
0.14749383926391602,1,uesimtun1,138,,10.60.0.4,4.4.4.4,43448,9000
0.14778590202331543,1,uesimtun1,113,,10.60.0.4,2.2.2.2,43448,9000
0.14864587783813477,1,uesimtun1,140,,10.60.0.4,8.8.8.8,43448,9000
0.15013384819030762,1,uesimtun1,158,,10.60.0.4,4.4.4.4,43448,9000
0.15349984169006348,1,uesimtun1,159,,10.60.0.4,2.2.2.2,43448,9000
0.1555318832397461,1,uesimtun1,152,,10.60.0.4,4.4.4.4,43448,9000
0.1568889617919922,1,uesimtun1,121,,10.60.0.4,8.8.8.8,43448,9000
0.16030597686767578,1,uesimtun1,141,,10.60.0.4,5.5.5.5,43448,9000
0.16282296180725098,1,uesimtun1,145,,10.60.0.4,4.4.4.4,43448,9000
0.16551780700683594,1,uesimtun1,133,,10.60.0.4,3.3.3.3,43448,9000
0.1671128273010254,1,uesimtun1,118,,10.60.0.4,4.4.4.4,43448,9000
0.17040801048278809,1,uesimtun1,112,,10.60.0.4,3.3.3.3,43448,9000
0.1722710132598877,3,uesimtun3,1108,,10.60.0.6,8.8.8.8,44824,9000
0.17357587814331055,1,uesimtun1,98,,10.60.0.4,8.8.8.8,43448,9000
0.17521381378173828,1,uesimtun1,157,,10.60.0.4,4.4.4.4,43448,9000
0.17634987831115723,1,uesimtun1,83,,10.60.0.4,3.3.3.3,43448,9000
0.17805099487304688,1,uesimtun1,84,,10.60.0.4,5.5.5.5,43448,9000
0.17934584617614746,1,uesimtun1,91,,10.60.0.4,4.4.4.4,43448,9000
0.18139982223510742,1,uesimtun1,94,,10.60.0.4,8.8.8.8,43448,9000
0.18402481079101562,1,uesimtun1,160,,10.60.0.4,8.8.8.8,43448,9000
0.1844468116760254,0,uesimtun0,125,,10.60.0.3,1.1.1.1,36393,9000
0.18517589569091797,1,uesimtun1,94,,10.60.0.4,2.2.2.2,43448,9000
0.1881859302520752,1,uesimtun1,127,,10.60.0.4,5.5.5.5,43448,9000
0.19194293022155762,1,uesimtun1,91,,10.60.0.4,1.1.1.1,43448,9000
0.19382095336914062,1,uesimtun1,126,,10.60.0.4,1.1.1.1,43448,9000
0.19514799118041992,1,uesimtun1,143,,10.60.0.4,2.2.2.2,43448,9000
0.19649982452392578,1,uesimtun1,91,,10.60.0.4,5.5.5.5,43448,9000
0.19824695587158203,4,uesimtun4,1360,,10.60.0.7,8.8.8.8,38285,9000
0.1991589069366455,1,uesimtun1,99,,10.60.0.4,4.4.4.4,43448,9000
0.2043139934539795,0,uesimtun0,112,,10.60.0.3,8.8.8.8,36393,9000
0.20531797409057617,1,uesimtun1,81,,10.60.0.4,3.3.3.3,43448,9000
0.20725202560424805,1,uesimtun1,157,,10.60.0.4,8.8.8.8,43448,9000
0.20974993705749512,1,uesimtun1,107,,10.60.0.4,5.5.5.5,43448,9000
0.21176695823669434,1,uesimtun1,133,,10.60.0.4,4.4.4.4,43448,9000
0.21202397346496582,7,uesimtun7,72,,10.60.0.10,8.8.8.8,37174,9000
0.21296381950378418,1,uesimtun1,143,,10.60.0.4,5.5.5.5,43448,9000
0.21391081809997559,1,uesimtun1,92,,10.60.0.4,4.4.4.4,43448,9000
0.21578001976013184,1,uesimtun1,102,,10.60.0.4,8.8.8.8,43448,9000
0.21783900260925293,1,uesimtun1,135,,10.60.0.4,1.1.1.1,43448,9000
0.22076702117919922,1,uesimtun1,113,,10.60.0.4,5.5.5.5,43448,9000
0.22291994094848633,1,uesimtun1,137,,10.60.0.4,4.4.4.4,43448,9000
0.22463083267211914,1,uesimtun1,113,,10.60.0.4,5.5.5.5,43448,9000
0.22513604164123535,1,uesimtun1,115,,10.60.0.4,4.4.4.4,43448,9000
0.2269139289855957,1,uesimtun1,85,,10.60.0.4,8.8.8.8,43448,9000
0.22961783409118652,1,uesimtun1,90,,10.60.0.4,3.3.3.3,43448,9000
0.23131680488586426,1,uesimtun1,155,,10.60.0.4,3.3.3.3,43448,9000
0.23179197311401367,1,uesimtun1,81,,10.60.0.4,3.3.3.3,43448,9000
0.23334693908691406,1,uesimtun1,126,,10.60.0.4,2.2.2.2,43448,9000
0.24977588653564453,2,uesimtun2,1048,,10.60.0.5,5.5.5.5,41929,9000
0.24991703033447266,1,uesimtun1,117,,10.60.0.4,1.1.1.1,43448,9000
0.25112390518188477,1,uesimtun1,118,,10.60.0.4,4.4.4.4,43448,9000
0.2553138732910156,1,uesimtun1,146,,10.60.0.4,3.3.3.3,43448,9000
0.2565159797668457,2,uesimtun2,1354,,10.60.0.5,1.1.1.1,41929,9000
0.2570979595184326,1,uesimtun1,156,,10.60.0.4,5.5.5.5,43448,9000
0.2586019039154053,1,uesimtun1,134,,10.60.0.4,8.8.8.8,43448,9000
0.25913500785827637,1,uesimtun1,152,,10.60.0.4,2.2.2.2,43448,9000
0.26042985916137695,1,uesimtun1,155,,10.60.0.4,3.3.3.3,43448,9000
0.26407289505004883,1,uesimtun1,101,,10.60.0.4,5.5.5.5,43448,9000
0.2650618553161621,1,uesimtun1,142,,10.60.0.4,3.3.3.3,43448,9000
0.2673919200897217,1,uesimtun1,148,,10.60.0.4,3.3.3.3,43448,9000
0.26986193656921387,1,uesimtun1,137,,10.60.0.4,3.3.3.3,43448,9000
0.27259302139282227,1,uesimtun1,143,,10.60.0.4,4.4.4.4,43448,9000
0.27359795570373535,1,uesimtun1,85,,10.60.0.4,4.4.4.4,43448,9000
0.2744879722595215,1,uesimtun1,94,,10.60.0.4,5.5.5.5,43448,9000
0.27904391288757324,1,uesimtun1,81,,10.60.0.4,1.1.1.1,43448,9000
0.28050684928894043,1,uesimtun1,151,,10.60.0.4,3.3.3.3,43448,9000
0.28552794456481934,1,uesimtun1,123,,10.60.0.4,5.5.5.5,43448,9000
0.29207682609558105,1,uesimtun1,116,,10.60.0.4,1.1.1.1,43448,9000
0.2933158874511719,1,uesimtun1,117,,10.60.0.4,8.8.8.8,43448,9000
0.2960469722747803,1,uesimtun1,144,,10.60.0.4,3.3.3.3,43448,9000
0.2994849681854248,1,uesimtun1,142,,10.60.0.4,5.5.5.5,43448,9000
0.30397987365722656,1,uesimtun1,108,,10.60.0.4,5.5.5.5,43448,9000
0.3060309886932373,1,uesimtun1,100,,10.60.0.4,2.2.2.2,43448,9000
0.3065378665924072,1,uesimtun1,87,,10.60.0.4,1.1.1.1,43448,9000
0.30744194984436035,1,uesimtun1,160,,10.60.0.4,1.1.1.1,43448,9000
0.31012892723083496,4,uesimtun4,1266,,10.60.0.7,4.4.4.4,38285,9000
0.31099987030029297,1,uesimtun1,119,,10.60.0.4,3.3.3.3,43448,9000
0.31156492233276367,1,uesimtun1,115,,10.60.0.4,4.4.4.4,43448,9000
0.3124988079071045,1,uesimtun1,81,,10.60.0.4,1.1.1.1,43448,9000
0.31496191024780273,1,uesimtun1,116,,10.60.0.4,4.4.4.4,43448,9000
0.3206958770751953,1,uesimtun1,91,,10.60.0.4,4.4.4.4,43448,9000
0.32173895835876465,1,uesimtun1,116,,10.60.0.4,4.4.4.4,43448,9000
0.32526183128356934,0,uesimtun0,102,,10.60.0.3,4.4.4.4,36393,9000
0.32593703269958496,1,uesimtun1,119,,10.60.0.4,1.1.1.1,43448,9000
0.3270759582519531,1,uesimtun1,87,,10.60.0.4,4.4.4.4,43448,9000
0.3290979862213135,1,uesimtun1,90,,10.60.0.4,5.5.5.5,43448,9000
0.3300929069519043,1,uesimtun1,141,,10.60.0.4,2.2.2.2,43448,9000
0.33215999603271484,1,uesimtun1,105,,10.60.0.4,1.1.1.1,43448,9000
0.3356778621673584,1,uesimtun1,126,,10.60.0.4,5.5.5.5,43448,9000
0.3392519950866699,1,uesimtun1,92,,10.60.0.4,4.4.4.4,43448,9000
0.3405299186706543,1,uesimtun1,102,,10.60.0.4,1.1.1.1,43448,9000
0.34186482429504395,0,uesimtun0,105,,10.60.0.3,2.2.2.2,36393,9000
0.3426239490509033,1,uesimtun1,150,,10.60.0.4,8.8.8.8,43448,9000
0.34331703186035156,1,uesimtun1,81,,10.60.0.4,8.8.8.8,43448,9000
0.34374189376831055,1,uesimtun1,94,,10.60.0.4,4.4.4.4,43448,9000
0.34465980529785156,1,uesimtun1,142,,10.60.0.4,4.4.4.4,43448,9000
0.34667491912841797,4,uesimtun4,1404,,10.60.0.7,8.8.8.8,38285,9000
0.3471968173980713,1,uesimtun1,136,,10.60.0.4,2.2.2.2,43448,9000
0.34964895248413086,1,uesimtun1,87,,10.60.0.4,5.5.5.5,43448,9000
0.351240873336792,1,uesimtun1,82,,10.60.0.4,4.4.4.4,43448,9000
0.35294294357299805,1,uesimtun1,153,,10.60.0.4,4.4.4.4,43448,9000
0.3543579578399658,1,uesimtun1,95,,10.60.0.4,5.5.5.5,43448,9000
0.35570192337036133,1,uesimtun1,94,,10.60.0.4,1.1.1.1,43448,9000
0.35927391052246094,1,uesimtun1,108,,10.60.0.4,2.2.2.2,43448,9000
0.36011791229248047,2,uesimtun2,1339,,10.60.0.5,3.3.3.3,41929,9000
0.36387085914611816,1,uesimtun1,81,,10.60.0.4,3.3.3.3,43448,9000
